country,year,iso_code,population,electricity_generation,electricity_demand,solar_electricity,wind_electricity,hydro_electricity,fossil_electricity,solar_share_elec,wind_share_elec,hydro_share_elec,fossil_share_elec,renewables_share_elec,carbon_intensity_elec
Norway,2012,NOR,5018453.0,146.17999267578125,128.36000061035156,0.0,1.5399999618530271,141.72000122070312,2.5899999141693115,0.0,1.0534957647323608,96.948974609375,1.771788239479065,98.22821044921876,32.150001525878906
Norway,2013,NOR,5080126.0,133.13999938964844,128.1300048828125,0.0,1.8799999952316284,128.13999938964844,2.720000028610229,0.0,1.4120475053787231,96.24455261230467,2.0429623126983643,97.95703887939452,33.95000076293945
Norway,2014,NOR,5137397.0,140.8800048828125,125.3000030517578,0.0,2.220000028610229,135.47000122070312,2.940000057220459,0.0,1.575809121131897,96.15985107421876,2.0868823528289795,97.91311645507812,33.93000030517578
Norway,2015,NOR,5189777.0,143.0,128.35000610351562,0.0,2.5199999809265137,137.3000030517578,2.930000066757202,0.0,1.762237787246704,96.01398468017578,2.0489511489868164,97.95105743408205,33.63999938964844
Norway,2016,NOR,5235974.0,148.02999877929688,131.6199951171875,0.0,2.109999895095825,142.80999755859375,2.880000114440918,0.0,1.425386667251587,96.47368621826172,1.9455516338348389,98.054443359375,33.099998474121094
Norway,2017,NOR,5276807.0,148.27000427246094,133.11000061035156,0.0,2.8499999046325684,142.3699951171875,2.789999961853028,0.0,1.922168850898743,96.02076721191406,1.881702184677124,98.11829376220705,32.97999954223633
Norway,2018,NOR,5311751.0,145.94000244140625,135.7899932861328,0.0,3.869999885559082,138.97999572753906,2.890000104904175,0.0,2.651774644851685,95.2309112548828,1.9802658557891848,98.01973724365234,33.099998474121094
Norway,2019,NOR,5347733.0,133.8300018310547,133.8699951171875,0.0099999997764825,5.519999980926514,125.29000091552734,2.759999990463257,0.0074721658602356,4.124635696411133,93.61876678466795,2.0623178482055664,97.93768310546876,33.47999954223633
Norway,2020,NOR,5379275.0,154.32000732421875,133.85000610351562,0.0799999982118606,9.90999984741211,141.8000030517578,2.289999961853028,0.0518403276801109,6.421720504760742,91.8869857788086,1.4839293956756592,98.5160675048828,30.38999938964844
Norway,2021,NOR,5408082.0,157.1300048828125,139.5500030517578,0.1099999994039535,11.760000228881836,143.97000122070312,1.0700000524520874,0.0700057223439216,7.484248638153076,91.62476348876952,0.6809648275375366,99.31903076171876,26.920000076293945
Norway,2022,NOR,5456796.0,145.4199981689453,132.89999389648438,0.1700000017881393,14.800000190734863,128.24000549316406,1.9700000286102293,0.1169027686119079,10.177417755126951,88.18595123291016,1.3546967506408691,98.64530181884766,29.63999938964844
Norway,2023,NOR,5519167.0,153.6300048828125,135.88999938964844,0.3600000143051147,13.960000038146973,136.7100067138672,2.3499999046325684,0.2343292385339737,9.086766242980955,88.98652648925781,1.529649019241333,98.47034454345705,30.459999084472656
Norway,2024,NOR,5576656.0,157.11000061035156,138.6699981689453,0.5299999713897705,14.600000381469728,139.5500030517578,2.190000057220459,0.3373432457447052,9.292852401733398,88.8231201171875,1.393927812576294,98.60607147216795,29.65999984741211
United States,2010,USA,311062785.0,4113.93994140625,4139.919921875,1.2100000381469729,94.6500015258789,254.6999969482422,2882.489990234375,0.0294121950864791,2.3007142543792725,6.191145420074463,70.06640625,10.318089485168455,570.8099975585938
United States,2011,USA,314105075.0,4088.8701171875,4126.1201171875,1.8200000524520876,120.18000030517578,312.92999267578125,2788.929931640625,0.0445110760629177,2.9391982555389404,7.653214454650879,68.20783996582031,12.466524124145508,550.47998046875
United States,2012,USA,317115349.0,4040.669921875,4087.929931640625,4.329999923706055,140.82000732421875,271.2900085449219,2779.02001953125,0.1071604490280151,3.4850659370422363,6.713985919952393,68.7762222290039,12.184118270874023,532.77001953125
United States,2013,USA,320110752.0,4055.610107421875,4113.490234375,9.039999961853027,167.83999633789062,263.8800048828125,2746.2099609375,0.2229011058807373,4.13846492767334,6.506542682647705,67.71385192871094,12.831114768981934,533.4299926757812
United States,2014,USA,323115377.0,4096.009765625,4149.22021484375,28.920000076293945,181.6499938964844,253.19000244140625,2752.010009765625,0.7060530185699463,4.43480396270752,6.181381702423096,67.18758392333984,13.35031032562256,529.4099731445312
United States,2015,USA,326126496.0,4083.989990234375,4150.66015625,39.02999877929688,190.72000122070312,243.9900054931641,2730.320068359375,0.9556829929351808,4.669942855834961,5.974304676055908,66.85423278808594,13.626134872436523,504.8999938964844
United States,2016,USA,329179423.0,4087.56005859375,4154.06005859375,54.869998931884766,226.9900054931641,261.1300048828125,2656.9599609375,1.3423656225204468,5.5531907081604,6.388407707214356,65.0011215209961,15.288092613220217,483.3500061035156
United States,2017,USA,332204657.0,4052.31005859375,4108.6201171875,77.27999877929688,254.3000030517578,293.8399963378906,2540.169921875,1.9070603847503664,6.27543306350708,7.251172542572021,62.68449020385742,17.451526641845703,469.0199890136719
United States,2018,USA,335056492.0,4201.5498046875,4246.009765625,93.36000061035156,272.6700134277344,286.6199951171875,2661.300048828125,2.2220373153686523,6.489748477935791,6.821768283843994,63.34091567993164,17.449989318847656,462.6099853515625
United States,2019,USA,337790069.0,4158.3798828125,4197.419921875,106.88999938964844,295.8800048828125,282.6099853515625,2588.2099609375,2.570472240447998,7.115271091461182,6.79615592956543,62.24082565307617,18.29462432861328,439.4500122070313
United States,2020,USA,339436156.0,4043.179931640625,4090.489990234375,130.72000122070312,337.94000244140625,279.95001220703125,2431.89990234375,3.2330987453460693,8.358272552490234,6.92400598526001,60.148197174072266,20.315692901611328,411.7300109863281
United States,2021,USA,340161438.0,4153.6201171875,4192.93017578125,164.4199981689453,378.2000122070313,246.47000122070312,2512.389892578125,3.958474636077881,9.105310440063477,5.933859825134277,60.48675155639648,20.742870330810547,423.7799987792969
United States,2022,USA,341534041.0,4286.89013671875,4328.10009765625,205.07000732421875,434.2999877929688,248.75999450683597,2557.2099609375,4.78365421295166,10.130887031555176,5.802807807922363,59.6518669128418,22.35046768188477,410.3900146484375
United States,2023,USA,343477330.0,4253.91015625,4272.81005859375,238.94000244140625,421.1400146484375,239.00999450683597,2514.300048828125,5.616950035095215,9.900068283081056,5.618595123291016,59.10562133789063,22.67889976501465,392.8900146484375
United States,2024,USA,345426566.0,4391.02001953125,4404.830078125,303.75,451.8999938964844,237.0399932861328,2552.530029296875,6.917527198791504,10.291458129882812,5.398290157318115,58.13068389892578,24.06342887878418,383.7799987792969
